OrderID,Date,CustomerID,Product,Quantity,UnitPrice,TotalPrice,PaymentMethod,Clean_CouponCode
ORD200327,7/25/2023,C17302,Phone,1,359.99,359.99,Gift Card,SAVE10
ORD200328,2/28/2023,C18404,Tablet,5,674.04,3370.20,Online,SAVE10
ORD200329,12/25/2024,C88371,Chair,4,283.16,1132.64,Credit Card,NONE
ORD200330,6/2/2024,C38068,Desk,5,260.53,1302.65,Gift Card,SAVE10
ORD200331,4/15/2023,C78724,Printer,3,422.13,1266.39,Online,SAVE10
ORD200332,7/3/2024,C26163,Desk,5,125.02,625.10,Debit Card,SAVE10
ORD200333,4/16/2024,C87124,Phone,1,198.51,198.51,Credit Card,WINTER15
ORD200334,3/26/2024,C90348,Chair,4,224.75,899.00,Online,WINTER15
ORD200335,3/3/2025,C58721,Tablet,3,205.86,617.58,Gift Card,NONE
ORD200336,12/29/2023,C88174,Laptop,1,18.20,18.20,Debit Card,SAVE10
ORD200337,5/29/2023,C77763,Tablet,3,502.77,1508.31,Debit Card,WINTER15
ORD200338,11/8/2023,C53627,Phone,5,305.49,1527.45,Debit Card,NONE
ORD200339,4/10/2024,C84563,Printer,2,236.33,472.66,Online,SAVE10
ORD200340,4/23/2023,C76207,Laptop,5,521.25,2606.25,Cash,NONE
ORD200341,9/23/2024,C94671,Tablet,1,167.15,167.15,Gift Card,WINTER15
ORD200342,6/24/2025,C69994,Monitor,5,466.42,2332.10,Gift Card,NONE
ORD200343,2/26/2023,C64638,Printer,1,527.57,527.57,Debit Card,FREESHIP
ORD200344,3/6/2025,C95623,Tablet,3,623.34,1870.02,Online,SAVE10
ORD200345,12/7/2023,C24751,Tablet,5,501.26,2506.30,Gift Card,FREESHIP
ORD200346,12/6/2024,C31764,Tablet,1,655.09,655.09,Cash,NONE
ORD200347,2/3/2024,C83556,Printer,4,264.79,1059.16,Credit Card,SAVE10
ORD200348,3/13/2024,C24369,Laptop,3,359.73,1079.19,Debit Card,FREESHIP
ORD200349,11/30/2023,C39648,Chair,1,465.33,465.33,Gift Card,FREESHIP
ORD200350,6/3/2023,C13296,Chair,2,54.41,108.82,Online,NONE
ORD200351,2/15/2025,C94248,Laptop,1,64.66,64.66,Debit Card,NONE
ORD200352,8/31/2023,C26637,Chair,5,173.96,869.80,Debit Card,WINTER15
ORD200353,3/28/2025,C16012,Tablet,1,630.82,630.82,Online,FREESHIP
ORD200354,7/11/2023,C31772,Phone,1,693.41,693.41,Debit Card,NONE
ORD200355,6/3/2025,C18353,Tablet,3,433.33,1299.99,Credit Card,FREESHIP
ORD200356,5/6/2023,C26966,Printer,5,374.58,1872.90,Gift Card,FREESHIP
ORD200357,7/8/2023,C74982,Laptop,5,408.56,2042.80,Debit Card,FREESHIP
ORD200358,4/7/2024,C70633,Tablet,2,183.67,367.34,Online,SAVE10
ORD200359,6/9/2023,C95643,Desk,4,606.57,2426.28,Debit Card,WINTER15
ORD200360,6/6/2024,C53810,Phone,4,589.57,2358.28,Cash,NONE
ORD200361,6/29/2024,C53464,Printer,5,659.85,3299.25,Credit Card,SAVE10
ORD200362,6/27/2023,C53697,Monitor,4,206.84,827.36,Cash,WINTER15
ORD200363,5/24/2024,C31668,Laptop,5,113.87,569.35,Credit Card,SAVE10
ORD200364,11/24/2023,C85282,Phone,5,628.74,3143.70,Cash,FREESHIP
ORD200365,2/14/2025,C56796,Phone,1,678.38,678.38,Credit Card,SAVE10
ORD200366,2/10/2023,C95213,Printer,3,602.24,1806.72,Debit Card,NONE
ORD200367,4/25/2024,C13108,Laptop,5,658.77,3293.85,Gift Card,FREESHIP
ORD200368,5/1/2023,C85322,Monitor,3,271.02,813.06,Credit Card,NONE
ORD200369,12/22/2024,C43545,Monitor,5,375.25,1876.25,Gift Card,SAVE10
ORD200370,5/3/2025,C80649,Phone,1,312.11,312.11,Online,WINTER15
ORD200371,1/5/2023,C59752,Phone,5,307.76,1538.80,Gift Card,FREESHIP
ORD200372,2/14/2025,C53645,Chair,3,483.53,1450.59,Cash,NONE
ORD200373,1/2/2023,C60178,Laptop,3,341.15,1023.45,Cash,FREESHIP
ORD200374,9/16/2024,C20286,Monitor,1,571.90,571.90,Gift Card,WINTER15
ORD200375,1/16/2025,C87547,Monitor,4,95.03,380.12,Online,FREESHIP
ORD200376,8/24/2023,C64549,Monitor,5,201.22,1006.10,Debit Card,FREESHIP
ORD200377,7/22/2024,C24884,Monitor,1,260.26,260.26,Online,WINTER15
ORD200378,2/1/2024,C62666,Chair,5,64.50,322.50,Credit Card,WINTER15
ORD200379,9/21/2024,C47284,Phone,3,297.67,893.01,Online,NONE
ORD200380,4/20/2024,C35355,Printer,4,331.90,1327.60,Cash,SAVE10
ORD200381,6/7/2023,C29467,Chair,1,191.76,191.76,Credit Card,FREESHIP
ORD200382,1/30/2025,C26718,Printer,4,263.09,1052.36,Debit Card,SAVE10
ORD200383,1/20/2023,C18944,Chair,4,393.80,1575.20,Credit Card,SAVE10
ORD200384,11/24/2024,C35628,Chair,3,553.57,1660.71,Credit Card,FREESHIP
ORD200385,10/31/2023,C56851,Chair,5,191.63,958.15,Gift Card,FREESHIP
ORD200386,4/28/2023,C12421,Tablet,1,93.02,93.02,Online,NONE
ORD200387,6/27/2024,C25316,Printer,2,39.53,79.06,Credit Card,WINTER15
ORD200388,12/28/2023,C22657,Printer,3,633.97,1901.91,Cash,WINTER15
ORD200389,12/17/2023,C29703,Desk,4,697.50,2790.00,Cash,FREESHIP
ORD200390,7/14/2023,C55996,Printer,5,508.69,2543.45,Cash,FREESHIP
ORD200391,1/16/2025,C60037,Laptop,2,527.46,1054.92,Debit Card,FREESHIP
ORD200392,2/28/2024,C95100,Phone,1,627.20,627.20,Online,WINTER15
ORD200393,7/14/2024,C39906,Printer,1,75.01,75.01,Credit Card,NONE
ORD200394,7/5/2023,C70148,Desk,5,529.55,2647.75,Gift Card,NONE
ORD200395,4/25/2025,C30010,Phone,3,127.41,382.23,Gift Card,SAVE10
ORD200396,12/1/2023,C99217,Tablet,5,287.13,1435.65,Online,SAVE10
ORD200397,9/28/2023,C30184,Monitor,1,427.06,427.06,Online,WINTER15
ORD200398,9/4/2024,C50275,Phone,5,53.93,269.65,Gift Card,SAVE10
ORD200399,1/7/2024,C64641,Tablet,5,423.93,2119.65,Debit Card,FREESHIP
ORD200400,9/28/2024,C56266,Desk,4,160.22,640.88,Debit Card,WINTER15
ORD200401,4/9/2025,C98635,Printer,1,538.68,538.68,Debit Card,NONE
ORD200402,4/9/2023,C83026,Printer,5,337.38,1686.90,Gift Card,NONE
ORD200403,11/10/2024,C28893,Tablet,1,620.21,620.21,Online,FREESHIP
ORD200404,3/9/2023,C45482,Monitor,2,99.10,198.20,Cash,NONE
ORD200405,1/26/2025,C97774,Monitor,4,451.97,1807.88,Online,WINTER15
ORD200406,12/10/2023,C11657,Tablet,4,66.10,264.40,Cash,WINTER15
ORD200407,8/13/2023,C85993,Tablet,4,547.32,2189.28,Cash,FREESHIP
ORD200408,1/1/2025,C11906,Printer,3,412.53,1237.59,Online,WINTER15
ORD200409,6/28/2023,C45187,Desk,5,84.13,420.65,Online,SAVE10
ORD200410,1/18/2024,C37375,Tablet,2,518.23,1036.46,Debit Card,NONE
ORD200411,6/19/2024,C66567,Desk,2,39.51,79.02,Online,NONE
ORD200412,4/11/2025,C42451,Tablet,5,133.01,665.05,Credit Card,NONE
ORD200413,10/8/2023,C13923,Tablet,1,118.80,118.80,Online,SAVE10
ORD200414,5/4/2025,C11829,Desk,2,139.57,279.14,Cash,WINTER15
ORD200415,4/6/2025,C62169,Chair,1,184.15,184.15,Gift Card,FREESHIP
ORD200416,7/18/2023,C20881,Laptop,2,644.05,1288.10,Gift Card,WINTER15
ORD200417,10/24/2023,C44492,Laptop,5,55.41,277.05,Online,NONE
ORD200418,1/11/2023,C74169,Printer,1,310.93,310.93,Online,NONE
ORD200419,4/17/2024,C70999,Tablet,2,216.66,433.32,Debit Card,FREESHIP
ORD200420,11/29/2024,C11921,Phone,1,452.70,452.70,Debit Card,FREESHIP
ORD200421,10/15/2023,C50683,Chair,2,288.21,576.42,Debit Card,NONE
ORD200422,6/5/2023,C76140,Phone,4,206.60,826.40,Gift Card,WINTER15
ORD200423,7/20/2024,C94311,Printer,4,685.20,2740.80,Gift Card,WINTER15
ORD200424,4/12/2023,C49491,Chair,5,22.94,114.70,Cash,NONE
ORD200425,3/9/2023,C40648,Laptop,2,301.88,603.76,Gift Card,WINTER15
ORD200426,3/16/2025,C40967,Monitor,5,57.45,287.25,Cash,NONE
ORD200427,12/18/2024,C25406,Desk,1,161.24,161.24,Credit Card,WINTER15
ORD200428,11/26/2024,C77085,Chair,4,262.58,1050.32,Online,WINTER15
ORD200429,12/19/2024,C38126,Printer,4,515.19,2060.76,Credit Card,SAVE10
ORD200430,6/7/2023,C87448,Phone,1,450.07,450.07,Gift Card,FREESHIP
ORD200431,10/6/2024,C62312,Printer,1,52.54,52.54,Debit Card,WINTER15
ORD200432,9/4/2023,C58443,Tablet,2,424.32,848.64,Credit Card,NONE
ORD200433,8/26/2023,C36613,Monitor,3,631.64,1894.92,Credit Card,FREESHIP
ORD200434,10/22/2023,C73893,Printer,5,327.68,1638.40,Credit Card,NONE
ORD200435,5/27/2023,C48601,Printer,1,414.47,414.47,Debit Card,FREESHIP
ORD200436,2/11/2023,C14568,Laptop,4,221.33,885.32,Online,NONE
ORD200437,4/18/2024,C63378,Phone,1,512.39,512.39,Online,FREESHIP
ORD200438,1/3/2025,C77800,Tablet,3,459.34,1378.02,Gift Card,SAVE10
ORD200439,9/8/2024,C91155,Tablet,1,146.32,146.32,Online,WINTER15
ORD200440,11/5/2024,C60215,Desk,4,83.60,334.40,Debit Card,SAVE10
ORD200441,12/13/2023,C52915,Printer,2,328.54,657.08,Gift Card,FREESHIP
ORD200442,5/6/2024,C72588,Chair,5,314.94,1574.70,Cash,SAVE10
ORD200443,5/14/2024,C61668,Chair,2,69.64,139.28,Cash,NONE
ORD200444,6/8/2024,C79508,Printer,1,135.17,135.17,Online,FREESHIP
ORD200445,3/23/2024,C94569,Phone,1,487.21,487.21,Cash,SAVE10
ORD200446,10/18/2023,C89592,Laptop,5,509.58,2547.90,Online,FREESHIP
ORD200447,4/7/2024,C48207,Printer,2,416.81,833.62,Cash,NONE
ORD200448,9/4/2023,C16776,Laptop,2,160.00,320.00,Cash,SAVE10
ORD200449,8/26/2024,C91518,Tablet,3,253.05,759.15,Online,NONE
ORD200450,1/15/2024,C36408,Monitor,5,615.10,3075.50,Gift Card,WINTER15
ORD200451,4/1/2023,C14837,Monitor,1,183.18,183.18,Debit Card,SAVE10
ORD200452,7/23/2023,C36467,Printer,1,75.78,75.78,Cash,SAVE10
ORD200453,5/2/2025,C15017,Tablet,1,675.57,675.57,Cash,WINTER15
ORD200454,11/27/2024,C54759,Laptop,1,109.29,109.29,Debit Card,FREESHIP
ORD200455,3/26/2024,C58341,Phone,1,639.83,639.83,Debit Card,SAVE10
ORD200456,6/26/2023,C94479,Desk,5,62.81,314.05,Credit Card,SAVE10
ORD200457,5/25/2025,C50236,Desk,4,615.83,2463.32,Online,WINTER15
ORD200458,7/2/2024,C31412,Monitor,4,510.58,2042.32,Credit Card,WINTER15
ORD200459,7/24/2024,C90142,Desk,1,334.39,334.39,Credit Card,NONE
ORD200460,10/6/2024,C83548,Laptop,1,144.25,144.25,Cash,WINTER15
ORD200461,6/8/2024,C29697,Tablet,1,401.82,401.82,Credit Card,FREESHIP
ORD200462,3/31/2025,C22991,Phone,1,252.68,252.68,Online,NONE
ORD200463,5/26/2023,C25276,Laptop,5,662.78,3313.90,Debit Card,SAVE10
ORD200464,3/14/2023,C39176,Tablet,4,434.42,1737.68,Online,FREESHIP
ORD200465,2/26/2024,C58773,Printer,5,513.49,2567.45,Gift Card,NONE
ORD200466,7/18/2023,C37412,Phone,1,432.47,432.47,Cash,FREESHIP
ORD200467,8/30/2024,C36492,Desk,1,45.94,45.94,Cash,WINTER15
ORD200468,6/21/2025,C90110,Phone,1,418.36,418.36,Credit Card,FREESHIP
ORD200469,11/26/2023,C13877,Chair,5,676.98,3384.90,Cash,NONE
ORD200470,9/29/2023,C25149,Tablet,4,263.62,1054.48,Cash,SAVE10
ORD200471,4/19/2025,C52717,Desk,5,551.27,2756.35,Online,FREESHIP
ORD200472,1/6/2023,C60029,Chair,3,508.12,1524.36,Credit Card,FREESHIP
ORD200473,2/25/2025,C28552,Chair,2,14.93,29.86,Online,NONE
ORD200474,11/15/2023,C72293,Printer,3,229.34,688.02,Credit Card,SAVE10
ORD200475,4/19/2025,C29844,Tablet,2,438.62,877.24,Cash,SAVE10
ORD200476,1/15/2024,C77872,Phone,2,513.59,1027.18,Online,FREESHIP
ORD200477,3/5/2025,C56564,Phone,2,253.74,507.48,Online,SAVE10
ORD200478,11/1/2024,C16758,Tablet,3,62.77,188.31,Gift Card,FREESHIP
ORD200479,2/18/2023,C87011,Monitor,4,25.29,101.16,Credit Card,NONE
ORD200480,6/16/2023,C21147,Chair,1,335.10,335.10,Debit Card,FREESHIP
ORD200481,4/23/2023,C94568,Laptop,4,484.85,1939.40,Debit Card,WINTER15
ORD200482,3/2/2025,C35852,Monitor,3,381.41,1144.23,Online,NONE
ORD200483,1/18/2023,C66462,Phone,5,347.92,1739.60,Cash,WINTER15
ORD200484,5/29/2024,C29092,Chair,4,15.01,60.04,Cash,NONE
ORD200485,8/1/2023,C46651,Chair,3,404.79,1214.37,Cash,SAVE10
ORD200486,2/3/2023,C88981,Printer,4,611.26,2445.04,Cash,SAVE10
ORD200487,3/9/2023,C40136,Printer,3,346.52,1039.56,Credit Card,SAVE10
ORD200488,12/5/2024,C81573,Chair,1,36.65,36.65,Online,WINTER15
ORD200489,9/5/2023,C11940,Tablet,3,149.34,448.02,Gift Card,WINTER15
ORD200490,7/22/2024,C50097,Chair,5,467.81,2339.05,Online,NONE
ORD200491,1/5/2023,C98168,Phone,5,420.70,2103.50,Cash,WINTER15
ORD200492,10/25/2023,C39074,Laptop,5,606.52,3032.60,Debit Card,SAVE10
ORD200493,1/28/2025,C84908,Phone,1,420.26,420.26,Credit Card,FREESHIP
ORD200494,7/19/2023,C64516,Laptop,3,505.79,1517.37,Debit Card,FREESHIP
ORD200495,6/5/2025,C63827,Phone,4,493.73,1974.92,Debit Card,SAVE10
ORD200496,3/14/2025,C93618,Printer,3,201.21,603.63,Online,SAVE10
ORD200497,10/24/2024,C93948,Printer,3,112.29,336.87,Gift Card,NONE
ORD200498,7/12/2023,C73961,Tablet,4,132.56,530.24,Cash,WINTER15
ORD200499,4/6/2023,C18138,Printer,3,539.46,1618.38,Credit Card,SAVE10
ORD200500,4/7/2024,C79475,Laptop,5,508.59,2542.95,Cash,WINTER15
ORD200501,2/4/2024,C88546,Desk,4,203.46,813.84,Credit Card,SAVE10
ORD200502,5/20/2023,C69332,Monitor,3,565.25,1695.75,Debit Card,SAVE10
ORD200503,8/31/2023,C64554,Tablet,3,136.84,410.52,Online,FREESHIP
ORD200504,6/11/2025,C11676,Monitor,2,464.50,929.00,Online,WINTER15
ORD200505,6/11/2023,C36014,Printer,2,434.97,869.94,Online,NONE
ORD200506,7/25/2023,C23279,Monitor,2,43.67,87.34,Cash,WINTER15
ORD200507,7/5/2023,C86481,Phone,1,171.59,171.59,Credit Card,WINTER15
ORD200508,5/14/2025,C39550,Phone,1,558.27,558.27,Online,NONE
ORD200509,2/15/2023,C68937,Laptop,2,425.03,850.06,Cash,WINTER15
ORD200510,12/16/2024,C72533,Printer,1,376.76,376.76,Debit Card,SAVE10
ORD200511,3/15/2024,C11415,Monitor,5,575.24,2876.20,Cash,WINTER15
ORD200512,9/27/2024,C14114,Desk,3,568.02,1704.06,Online,FREESHIP
ORD200513,2/9/2025,C64128,Tablet,3,94.88,284.64,Gift Card,NONE
ORD200514,4/16/2023,C15629,Printer,3,304.15,912.45,Gift Card,WINTER15
ORD200515,3/14/2023,C67561,Phone,3,553.52,1660.56,Gift Card,FREESHIP
ORD200516,4/7/2024,C47022,Monitor,3,166.99,500.97,Cash,NONE
ORD200517,4/9/2024,C55205,Tablet,4,198.35,793.40,Cash,FREESHIP
ORD200518,6/13/2025,C30686,Printer,4,403.58,1614.32,Online,SAVE10
ORD200519,5/10/2025,C71797,Laptop,4,464.29,1857.16,Debit Card,SAVE10
ORD200520,3/10/2023,C66332,Monitor,3,635.98,1907.94,Cash,NONE
ORD200521,2/25/2024,C82318,Phone,1,528.06,528.06,Credit Card,NONE
ORD200522,4/20/2024,C66254,Chair,1,515.32,515.32,Gift Card,FREESHIP
ORD200523,2/18/2025,C65083,Desk,4,657.79,2631.16,Credit Card,WINTER15
ORD200524,10/25/2023,C44778,Phone,1,153.00,153.00,Credit Card,NONE
ORD200525,12/3/2023,C54499,Monitor,1,668.48,668.48,Debit Card,SAVE10
ORD200526,2/29/2024,C91201,Desk,2,46.50,93.00,Cash,WINTER15
ORD200527,8/19/2024,C27202,Chair,5,653.47,3267.35,Credit Card,SAVE10
ORD200528,2/26/2025,C32011,Chair,1,628.89,628.89,Credit Card,SAVE10
ORD200529,4/7/2024,C21181,Tablet,2,675.10,1350.20,Cash,FREESHIP
ORD200530,7/18/2024,C98450,Chair,4,89.41,357.64,Online,NONE
ORD200531,7/2/2024,C64502,Desk,5,320.01,1600.05,Gift Card,NONE
ORD200532,5/3/2025,C47365,Laptop,2,41.00,82.00,Online,NONE
ORD200533,3/5/2023,C66349,Desk,1,565.85,565.85,Gift Card,FREESHIP
ORD200534,6/6/2024,C73289,Chair,3,648.59,1945.77,Debit Card,SAVE10
ORD200535,7/24/2024,C48649,Monitor,3,68.12,204.36,Online,FREESHIP
ORD200536,6/9/2024,C18724,Chair,1,616.10,616.10,Cash,NONE
ORD200537,3/23/2025,C68553,Tablet,3,247.47,742.41,Online,SAVE10
ORD200538,5/24/2024,C61280,Phone,3,490.74,1472.22,Cash,WINTER15
ORD200539,2/18/2025,C53277,Desk,3,531.72,1595.16,Gift Card,SAVE10
ORD200540,1/29/2024,C87281,Laptop,5,648.65,3243.25,Online,NONE
ORD200541,8/7/2023,C69009,Printer,5,456.06,2280.30,Cash,NONE
ORD200542,11/14/2023,C49726,Tablet,1,17.98,17.98,Cash,FREESHIP
ORD200543,3/9/2024,C37531,Desk,5,269.86,1349.30,Cash,WINTER15
ORD200544,3/10/2024,C48713,Printer,5,31.96,159.80,Credit Card,FREESHIP
ORD200545,12/19/2023,C74138,Monitor,2,98.47,196.94,Cash,NONE
ORD200546,3/1/2024,C82399,Monitor,1,158.68,158.68,Credit Card,WINTER15
ORD200547,8/20/2023,C40427,Phone,1,613.98,613.98,Online,FREESHIP
ORD200548,1/5/2024,C17103,Printer,3,426.12,1278.36,Online,WINTER15
ORD200549,2/25/2025,C34266,Monitor,4,629.88,2519.52,Debit Card,WINTER15
ORD200550,10/29/2023,C97485,Laptop,4,228.91,915.64,Cash,FREESHIP
ORD200551,5/18/2023,C23947,Laptop,1,120.98,120.98,Debit Card,WINTER15
ORD200552,9/30/2023,C21665,Chair,4,425.18,1700.72,Online,WINTER15
ORD200553,8/23/2023,C82550,Phone,2,333.83,667.66,Gift Card,FREESHIP
ORD200554,5/30/2025,C61943,Laptop,2,492.90,985.80,Cash,FREESHIP
ORD200555,1/7/2023,C88933,Tablet,1,92.04,92.04,Cash,NONE
ORD200556,1/28/2023,C30923,Laptop,1,654.27,654.27,Gift Card,SAVE10
ORD200557,6/29/2023,C56969,Tablet,1,56.20,56.20,Debit Card,WINTER15
ORD200558,7/16/2024,C76766,Phone,4,628.12,2512.48,Online,WINTER15
ORD200559,4/15/2024,C22981,Desk,3,157.40,472.20,Debit Card,WINTER15
ORD200560,1/31/2023,C33634,Monitor,4,588.85,2355.40,Gift Card,NONE
ORD200561,1/31/2023,C96822,Printer,2,494.78,989.56,Online,NONE
ORD200562,10/6/2023,C76675,Laptop,3,663.93,1991.79,Gift Card,FREESHIP
ORD200563,12/12/2023,C12039,Laptop,1,132.68,132.68,Debit Card,SAVE10
ORD200564,4/8/2025,C93309,Desk,5,364.28,1821.40,Credit Card,WINTER15
ORD200565,5/14/2023,C62042,Tablet,5,307.98,1539.90,Online,NONE
ORD200566,4/18/2024,C83223,Phone,4,162.71,650.84,Cash,FREESHIP
ORD200567,9/30/2024,C92575,Chair,5,492.94,2464.70,Cash,FREESHIP
ORD200568,3/10/2023,C29072,Laptop,2,343.99,687.98,Online,NONE
ORD200569,3/22/2025,C25783,Desk,5,250.68,1253.40,Cash,SAVE10
ORD200570,12/27/2024,C63727,Desk,2,362.14,724.28,Debit Card,SAVE10
ORD200571,11/23/2024,C42365,Tablet,1,214.08,214.08,Gift Card,WINTER15
ORD200572,11/11/2023,C27438,Printer,1,70.32,70.32,Cash,WINTER15
ORD200573,1/25/2023,C13205,Chair,5,421.42,2107.10,Debit Card,NONE
ORD200574,1/24/2024,C29685,Chair,5,384.69,1923.45,Credit Card,FREESHIP
ORD200575,6/7/2023,C74005,Chair,5,448.15,2240.75,Gift Card,SAVE10
ORD200576,5/29/2024,C14457,Laptop,5,79.08,395.40,Cash,NONE
ORD200577,1/22/2023,C77046,Tablet,4,185.41,741.64,Online,WINTER15
ORD200578,10/10/2024,C50415,Monitor,5,566.07,2830.35,Credit Card,SAVE10
ORD200579,6/4/2023,C73999,Tablet,2,187.88,375.76,Online,WINTER15
ORD200580,11/14/2023,C71076,Monitor,2,255.99,511.98,Credit Card,SAVE10
ORD200581,11/11/2024,C44674,Laptop,1,627.34,627.34,Online,NONE
ORD200582,2/19/2024,C15228,Tablet,3,474.14,1422.42,Gift Card,WINTER15
ORD200583,6/15/2025,C27072,Chair,3,154.37,463.11,Gift Card,NONE
ORD200584,3/21/2025,C15257,Chair,4,145.05,580.20,Online,SAVE10
ORD200585,8/20/2023,C91486,Tablet,4,67.08,268.32,Cash,WINTER15
ORD200586,11/10/2024,C17389,Monitor,1,522.08,522.08,Gift Card,FREESHIP
ORD200587,6/12/2023,C18820,Monitor,5,514.60,2573.00,Gift Card,FREESHIP
ORD200588,12/10/2024,C61849,Monitor,4,577.82,2311.28,Credit Card,NONE
ORD200589,2/10/2025,C84041,Laptop,2,500.80,1001.60,Cash,FREESHIP
ORD200590,9/10/2023,C55757,Printer,2,461.13,922.26,Gift Card,NONE
ORD200591,11/18/2024,C18187,Laptop,1,605.28,605.28,Gift Card,FREESHIP
ORD200592,4/23/2024,C42306,Phone,3,204.27,612.81,Online,NONE
ORD200593,8/2/2023,C51024,Monitor,1,489.80,489.80,Gift Card,FREESHIP
ORD200594,2/21/2024,C40140,Phone,5,72.64,363.20,Credit Card,NONE
ORD200595,1/10/2025,C72596,Printer,2,385.16,770.32,Online,SAVE10
ORD200596,6/12/2023,C91805,Desk,3,606.41,1819.23,Debit Card,FREESHIP
ORD200597,11/25/2024,C40538,Desk,2,211.82,423.64,Gift Card,WINTER15
ORD200598,4/26/2024,C60329,Desk,5,495.35,2476.75,Credit Card,NONE
ORD200599,6/30/2023,C28740,Chair,3,556.99,1670.97,Online,FREESHIP
ORD200600,5/26/2023,C87051,Printer,1,72.31,72.31,Gift Card,FREESHIP
ORD200601,10/2/2023,C12479,Monitor,5,24.82,124.10,Credit Card,NONE
ORD200602,3/5/2024,C35852,Tablet,4,26.04,104.16,Online,SAVE10
ORD200603,10/4/2024,C26223,Tablet,1,657.07,657.07,Cash,SAVE10
ORD200604,6/22/2025,C99214,Chair,3,32.62,97.86,Debit Card,NONE
ORD200605,5/10/2024,C49605,Monitor,2,228.91,457.82,Debit Card,SAVE10
ORD200606,11/6/2024,C85018,Laptop,3,274.75,824.25,Cash,SAVE10
ORD200607,5/31/2025,C96434,Printer,4,634.05,2536.20,Cash,SAVE10
ORD200608,7/24/2024,C32956,Laptop,5,543.16,2715.80,Online,SAVE10
ORD200609,1/27/2025,C41137,Chair,3,449.13,1347.39,Cash,WINTER15
ORD200610,6/16/2024,C60361,Desk,5,389.62,1948.10,Cash,FREESHIP
ORD200611,4/21/2023,C36688,Desk,1,305.17,305.17,Gift Card,WINTER15
ORD200612,6/2/2023,C51811,Chair,3,445.12,1335.36,Gift Card,NONE
ORD200613,12/19/2024,C62405,Laptop,2,230.36,460.72,Online,WINTER15
ORD200614,3/8/2024,C77363,Phone,1,96.81,96.81,Gift Card,NONE
ORD200615,3/7/2025,C97218,Monitor,5,460.14,2300.70,Credit Card,WINTER15
ORD200616,10/17/2024,C43919,Tablet,3,601.60,1804.80,Credit Card,SAVE10
ORD200617,2/8/2024,C57093,Tablet,3,184.47,553.41,Online,NONE
ORD200618,9/3/2024,C50565,Tablet,1,411.34,411.34,Debit Card,NONE
ORD200619,7/16/2024,C38845,Laptop,1,532.89,532.89,Gift Card,NONE
ORD200620,3/27/2024,C84834,Tablet,3,136.34,409.02,Debit Card,SAVE10
ORD200621,10/22/2023,C37455,Phone,5,476.01,2380.05,Credit Card,WINTER15
ORD200622,11/2/2024,C27078,Desk,5,236.38,1181.90,Credit Card,NONE
ORD200623,6/16/2023,C91941,Printer,3,396.00,1188.00,Gift Card,FREESHIP
ORD200624,1/16/2024,C25967,Tablet,5,341.96,1709.80,Debit Card,NONE
ORD200625,9/24/2023,C22123,Tablet,1,672.89,672.89,Credit Card,WINTER15
ORD200626,3/1/2024,C45671,Tablet,2,657.48,1314.96,Online,SAVE10
ORD200627,8/6/2023,C53334,Chair,3,498.68,1496.04,Online,FREESHIP
ORD200628,3/26/2023,C18717,Printer,5,558.63,2793.15,Cash,FREESHIP
ORD200629,7/7/2023,C50137,Phone,3,19.73,59.19,Online,NONE
ORD200630,6/23/2023,C51481,Monitor,5,248.84,1244.20,Debit Card,NONE
ORD200631,8/31/2024,C99128,Chair,3,46.11,138.33,Gift Card,WINTER15
ORD200632,5/2/2023,C67260,Laptop,5,678.16,3390.80,Gift Card,WINTER15
ORD200633,4/10/2024,C79533,Laptop,5,601.72,3008.60,Gift Card,WINTER15
ORD200634,4/25/2024,C66906,Printer,2,259.32,518.64,Gift Card,WINTER15
ORD200635,12/13/2023,C12818,Chair,3,63.68,191.04,Cash,NONE
ORD200636,10/5/2023,C60384,Laptop,4,371.07,1484.28,Cash,WINTER15
ORD200637,9/29/2024,C92294,Chair,4,306.35,1225.40,Gift Card,WINTER15
ORD200638,10/15/2023,C66840,Tablet,4,578.27,2313.08,Online,WINTER15
ORD200639,1/20/2023,C22534,Chair,1,529.19,529.19,Cash,NONE
ORD200640,2/27/2024,C46509,Chair,2,587.49,1174.98,Gift Card,SAVE10
ORD200641,6/30/2024,C71680,Printer,4,567.57,2270.28,Debit Card,WINTER15
ORD200642,4/29/2024,C15063,Chair,5,85.22,426.10,Credit Card,FREESHIP
ORD200643,8/26/2024,C77122,Laptop,1,438.37,438.37,Cash,SAVE10
ORD200644,11/15/2023,C86524,Chair,2,366.23,732.46,Cash,WINTER15
ORD200645,1/2/2023,C82990,Laptop,2,150.05,300.10,Credit Card,SAVE10
ORD200646,10/27/2023,C98761,Chair,4,498.51,1994.04,Debit Card,SAVE10
ORD200647,4/24/2025,C54409,Desk,3,339.39,1018.17,Cash,FREESHIP
ORD200648,1/18/2025,C89674,Monitor,2,575.83,1151.66,Online,WINTER15
ORD200649,12/23/2023,C45899,Monitor,2,642.98,1285.96,Debit Card,FREESHIP
ORD200650,5/18/2023,C74499,Desk,2,372.23,744.46,Gift Card,SAVE10
ORD200651,11/12/2024,C81192,Chair,3,646.34,1939.02,Debit Card,NONE
ORD200652,6/5/2024,C71473,Chair,5,341.84,1709.20,Online,FREESHIP
ORD200653,2/25/2024,C59338,Printer,3,690.30,2070.90,Credit Card,WINTER15
ORD200654,6/12/2023,C62661,Tablet,3,382.37,1147.11,Debit Card,NONE
